algorithm,run,library,parsimony,maxsize,dof,n_terms,MSE_train,MSE_val,MSE_test,R2_val,R2_test,ATE,ate_grade,equation
PySR,run_5,Full,0.1,25,a_x,7,37.158261853528614,25.99063747404148,41.59446925701883,0.9792450739808084,0.9661458562710203,0.8676787009754328,F,(sin_ez + vy)/((-0.66791874/wz))
PySR,run_5,Full,0.1,25,a_y,3,74.10467421118763,55.3284176872449,72.69243623890299,0.9504077580798672,0.9415701658825003,0.5655571452346487,F,vx*(-10.385672)
PySR,run_5,Full,0.1,25,a_z,3,8.15925793582893,8.701259709129255,8.58300727963651,0.3125041238996996,0.3924287899790432,0.06046902509827299,C,ax*(-0.07981686)
Hybrid PySR,pooled,Full,0.1,25,a_x,5,45.06312687324484,42.264988495341626,39.18407429630193,0.9678172023875258,0.9722291933944963,22.72214156218691,F,(sin_ez + vy)/0.08005212
Hybrid PySR,pooled,Full,0.1,25,a_y,7,53.69217652927875,46.97086251507555,29.301972240158626,0.9605304290844373,0.9780681149418313,50.17039915687969,F,cos_ez/(-0.08150415) - 12.349587*vx
Hybrid PySR,pooled,Full,0.1,25,a_z,3,11.904452914039194,14.37636462129443,29.963031977281045,-0.42721672227339047,-0.7744448378299993,1.373059943421405,F,ay*0.08012816
PySR,run_1,Full,0.1,35,a_x,21,37.26575166408418,21.0606726770018,22.76653351187019,0.9848431008154431,0.9813348973941445,3.88885333751999,F,(vz - (-5.3870792)*(sin_ez/0.0857812 - (-pz + vy*(wz - 1*2.4571085)) - 1*(-0.0131109655)) + 0.8609792)*0.20710285
PySR,run_1,Full,0.1,35,a_y,7,70.43730221381126,38.76141800183459,42.33628798314864,0.972964146682059,0.9669266602578566,1.145506905310714,F,(-cos_ez + vx/(-1.1085367))*14.916022
PySR,run_1,Full,0.1,35,a_z,29,5.949233892242857,5.73978458315358,5.219002209050913,0.714539344236875,0.6638241791993895,0.6714862255486015,F,(wy*(-2.9091067) - (-(-sin_ey - (-0.66096324)*sin_ey + wy - (-wx + wy - (alphax - ay/2.562936 + px))) - 2.5658484) + 1.971524)*(-0.26983958)
PySR,run_2,Full,0.1,35,a_x,5,54.09923501712574,33.14374222214864,45.02927220922045,0.9732717795002676,0.9686958892417253,2.880205452739587,F,(sin_ez + vy)*13.201955
PySR,run_2,Full,0.1,35,a_y,7,50.31665143404075,39.136990885423465,73.64480339362187,0.9669102790631732,0.9427181648956316,1.979945906991306,F,cos_ez*(-15.083927) + vx*(-12.860075)
PySR,run_2,Full,0.1,35,a_z,3,14.626908680082225,11.35427640261556,21.599060883416044,0.2114160200672227,-0.11316348599260473,0.3384976740906282,D,py - vx
PySR,run_3,Full,0.1,35,a_x,9,31.63289476417701,44.44543044164308,146.3528064979973,0.966256941739309,0.7039023879203357,1.3126262210022364,F,py + (sin_ez + vy)/0.07668739 - 1*(-0.23544516)
PySR,run_3,Full,0.1,35,a_y,7,32.93964941434716,50.42244138248435,116.088687590805,0.9613099997110255,0.6837061191633464,0.5839797125254002,F,-11.81122*(cos_ez + vx) - 0.05406851
PySR,run_3,Full,0.1,35,a_z,3,10.778659790144992,10.813030027270182,18.747213757942706,-0.8163793859895103,-0.0238817906677542,0.0553966841189944,C,ay*0.087247506
PySR,run_4,Full,0.1,35,a_x,5,33.211241701621276,26.55265858844956,85.1637496510866,0.9778963001769947,0.008963639587274197,0.3598647649279081,D,(sin_ez + vy)/0.07973547
PySR,run_4,Full,0.1,35,a_y,9,31.471743999707787,19.998146941801732,69.27058283032038,0.9815879538026344,0.40139292087195144,0.2923985066694376,D,-12.661653*cos_ez + vx*(-sin_ey - 11.769015)
PySR,run_4,Full,0.1,35,a_z,5,6.599985208135769,5.37603949711686,3.5398410108028813,0.40409896949125745,0.09865815140309808,0.1191789217253949,C,-0.06635481*ax + vz
PySR,run_5,Full,0.1,35,a_x,5,41.267022129755496,35.920053675856884,51.70630356171664,0.9713158995275742,0.9579157358240068,0.9728723757056477,F,(sin_ez + vy)*13.045363
PySR,run_5,Full,0.1,35,a_y,11,33.92171815149391,18.405975074318118,29.934034089414972,0.9835022650779339,0.9759391659324239,0.5468589169801285,F,py - (cos_ez/0.101809 - sin_ez + 11.818202*vx)
PySR,run_5,Full,0.1,35,a_z,3,8.106784578238953,9.022894125840365,8.78260822915427,0.28709144315086343,0.37829950097010123,0.08450626762265653,C,ax*(-0.085425764)
Hybrid PySR,pooled,Full,0.1,35,a_x,7,44.61042713313063,43.82467403280031,38.693296381942794,0.9666295753283899,0.9725770208930575,19.717061807056876,F,-(-13.779127)*sin_ez + vy/0.07918091
Hybrid PySR,pooled,Full,0.1,35,a_y,5,53.710685434951515,47.29129680243217,29.396242970317886,0.9602611684587773,0.977997555363068,50.17988581936023,F,(cos_ez + vx)*(-12.370331)
Hybrid PySR,pooled,Full,0.1,35,a_z,3,11.904254246832917,14.358131903948209,29.929968519816494,-0.42540666529622784,-0.7724867822679564,1.3727810709932253,F,ay*0.080005735
